Name;Type;Stereotype;Status;Notes;TagValue_Niveau;TagValue_Type Vormgeving;TagValue_Type Zingeving;TagValue_Perspectief;TagValue_Niveau;TagValue_Enterprise
De medewerker Audit & Interne Beheersing monitort periodiek de voortgang van het integrale verbeterplan;Class;Uitspraak;Proposed;De medewerker Audit & Interne Beheersing monitort periodiek de voortgang van het integrale verbeterplan;Vormgeving;Beleidsuitspraak;;Proc.;Vormgeving;De Key Amsterdam
Wij investeren € 5 miljoen aan turn-key aankopen t.b.v. woningruimte voor woonstarters (2016);Class;Uitspraak;Proposed;Wij investeren € 5 miljoen aan turn-key aankopen t.b.v. woningruimte voor woonstarters (2016);Vormgeving;Doelstelling;;Vastg.;Vormgeving;De Key Amsterdam
Wij ontw ikkelen dashboards, met kasstromen, rendement, parameters en kengetallen (2016);Class;Uitspraak;Proposed;Wij ontw ikkelen dashboards, met kasstromen, rendement, parameters en kengetallen (2016);Vormgeving;Doelstelling;;Proc.;Vormgeving;De Key Amsterdam
Wij integreren de afdelingen Ontw ikkeling, PO en Mutatie tot een nieuw bedrijfsonderdeel . (2016);Class;Uitspraak;Proposed;Wij integreren de afdelingen Ontw ikkeling, PO en Mutatie tot een nieuw bedrijfsonderdeel . (2016);Vormgeving;Doelstelling;;Org.best.;Vormgeving;De Key Amsterdam
Verbeteren functionaliteiten van de website waardoor gebruik van online dienstverlening wordt gestimuleerd. (2016);Class;Uitspraak;Proposed;Verbeteren functionaliteiten van de website waardoor gebruik van online dienstverlening wordt gestimuleerd. (2016);Vormgeving;Doelstelling;;Dienst.;Vormgeving;De Key Amsterdam
Onderzoeken huisvesting in 1 kantoor waarbij de locatie zal bijdragen aan anders werken. (2016);Class;Uitspraak;Proposed;Onderzoeken huisvesting in 1 kantoor waarbij de locatie zal bijdragen aan anders werken. (2016);Vormgeving;Doelstelling;;Org.best.;Vormgeving;De Key Amsterdam
Creëren van risicobewustzijn bij proceseigenaren onder meer door training en follow-up bij MT-vergaderingen. (2016);Class;Uitspraak;Proposed;Creëren van risicobewustzijn bij proceseigenaren onder meer door training en follow-up bij MT-vergaderingen. (2016);Vormgeving;Doelstelling;;Proc.;Vormgeving;De Key Amsterdam
Vanaf het vierde kwartaal gaan de volgende normen gelden.;Class;Uitspraak;Proposed;"Vanaf het vierde kwartaal gaan de volgende normen gelden:
Reductie aantal herhaalklachten: maximaal 10% herhaalklachten
Reductie aantal geschillen: maximaal 5 geschillen per jaar
Reageren binnen de reactietermijn: 95% binnen 5 werkdagen
De managers bepalen in het derde kwartaal welke acties worden ingezet en hoe zij sturen op het behalen van deze normen.";Vormgeving;Doelstelling;;Proc.;Vormgeving;De Key Amsterdam
Daarnaast leggen we normen vast voor ons direct portefeuillerendement op complexniveau.;Class;Uitspraak;Proposed;Daarnaast leggen we normen vast voor ons direct portefeuillerendement op complexniveau.;Vormgeving;Beleidsuitspraak;;Fin.;Vormgeving;De Key Amsterdam
Voor de goede risicobeheersing ontwikkelt De Key een op de organisatie en haar bedrijfsvoering toegesneden intern risicobeheersing- en controlesysteem (hierna IRC-systeem).;Class;Uitspraak;Proposed;Voor de goede risicobeheersing ontwikkelt De Key een op de organisatie en haar bedrijfsvoering toegesneden intern risicobeheersing- en controlesysteem (hierna IRC-systeem).;Vormgeving;Beleidsuitspraak;;Org.best.;Vormgeving;De Key Amsterdam
Informatiebeveiliging blijft een continue punt van aandacht.;Class;Uitspraak;Proposed;Informatiebeveiliging blijft een continue punt van aandacht.;Vormgeving;Beleidsuitspraak;;Infovz.;Vormgeving;De Key Amsterdam
24/7 beschikbaarheid informatiesystemen;Class;Uitspraak;Proposed;24/7 beschikbaarheid informatiesystemen;Vormgeving;Principe;;Dienst.;Vormgeving;De Key Amsterdam
Informatie in systemen simpel weergeven voor huurder;Class;Uitspraak;Proposed;Informatie in systemen simpel weergeven voor huurder;Vormgeving;Principe;;Infovz.;Vormgeving;De Key Amsterdam
Data in de systemen op orde;Class;Uitspraak;Proposed;Data in de systemen op orde;Vormgeving;Principe;;Infovz.;Vormgeving;De Key Amsterdam
Outputsystemen (zoals bijvoorbeeld mailchimp, email, Spooler, Key2Brief) afstemmen op dienstverleningskanalen;Class;Uitspraak;Proposed;Outputsystemen (zoals bijvoorbeeld mailchimp, email, Spooler, Key2Brief) afstemmen op dienstverleningskanalen;Vormgeving;Principe;;Infovz.;Vormgeving;De Key Amsterdam
Werkzaamheden van kantoor naar de wijk – systemen en informatie beschikbaar buiten kantoor (2017);Class;Uitspraak;Proposed;Werkzaamheden van kantoor naar de wijk – systemen en informatie beschikbaar buiten kantoor (2017);Vormgeving;Doelstelling;;Infovz.;Vormgeving;De Key Amsterdam
Hybride cloud – onderdelen die het aankunnen in de cloud (beschikbaarheid vs functionaliteit);Class;Uitspraak;Proposed;Hybride cloud – onderdelen die het aankunnen in de cloud (beschikbaarheid vs functionaliteit);Vormgeving;Principe;;Infovz.;Vormgeving;De Key Amsterdam
Standaardisatie (referentiemodellen CORA, VERA);Class;Uitspraak;Proposed;Standaardisatie (referentiemodellen CORA, VERA);Vormgeving;Principe;;Org.best.;Vormgeving;De Key Amsterdam
Bij ICT en Informatievoorziening werken verbindende professionals die klaar zijn voor de toekomst van De Key en daarom altijd net een stapje voor moeten lopen. ;Class;Uitspraak;Proposed;Bij ICT en Informatievoorziening werken verbindende professionals die klaar zijn voor de toekomst van De Key en daarom altijd net een stapje voor moeten lopen. Het is zaak om ontwikkelingen in en om de organisatie goed te volgen, om klaar te zijn voor nieuwe stappen als de organisatie daar om vraagt;Vormgeving;Beleidsuitspraak;;Medew.;Vormgeving;De Key Amsterdam
Tijdelijke contracten (ICT en IV) wel in eerste instantie, maar daarna vast. Kennis vasthouden of in ieder geval niet snel laten vertrekken.;Class;Uitspraak;Proposed;Tijdelijke contracten (ICT en IV) wel in eerste instantie, maar daarna vast. Kennis vasthouden of in ieder geval niet snel laten vertrekken;Vormgeving;Beleidsuitspraak;;Medew.;Vormgeving;De Key Amsterdam
Borgen eenmalige gegevensvastlegging;Class;Uitspraak;Proposed;Borgen eenmalige gegevensvastlegging;Vormgeving;Principe;;Infovz.;Vormgeving;De Key Amsterdam
Het beleid bij de Key is dat wij 4 kaders hebben waaraan elk proces getoetst hoort te worden. ;Class;Uitspraak;Proposed;Het beleid bij de Key is dat wij 4 kaders hebben waaraan elk proces getoetst hoort te worden. Het eerste kader voor procesmanagement is de koers en missie van De Key. Het tweede kader is de wetgeving. Daarnaast zijn de Governancecode Woningcorporaties en het interne risico- en controlesysteem ons kader voor onze procesbeschrijvingen.;Vormgeving;Beleidsuitspraak;;Proc.;Vormgeving;De Key Amsterdam
Uiteindelijk moet elk proces “geleaned” worden, door medewerkers van de werkvloer, om het proces zo simpel en efficiënt mogelijk in te richten.;Class;Uitspraak;Proposed;Uiteindelijk moet elk proces “geleaned” worden, door medewerkers van de werkvloer, om het proces zo simpel en efficiënt mogelijk in te richten.;Vormgeving;Principe;;Proc.;Vormgeving;De Key Amsterdam
Eind 2018 moeten alle processen opnieuw ingericht, geactualiseerd binnen de 4 kaders en beschreven zijn, met duidelijke werkinstructies daar waar nodig.;Class;Uitspraak;Proposed;Eind 2018 moeten alle processen opnieuw ingericht, geactualiseerd binnen de 4 kaders en beschreven zijn, met duidelijke werkinstructies daar waar nodig. In 2019 begint de actualisering van de in 2016 vastgestelde processen.;Vormgeving;Doelstelling;;Proc.;Vormgeving;De Key Amsterdam
Het management in de rol van proceseigenaar is niet alleen verantwoordelijk voor de beschrijving van de processen, maar ook voor het implementeren, analyseren en continue verbeteren ervan.;Class;Uitspraak;Proposed;Het management in de rol van proceseigenaar is niet alleen verantwoordelijk voor de beschrijving van de processen, maar ook voor het implementeren, analyseren en continue verbeteren ervan. (Zie details pag. 9);Vormgeving;Beleidsuitspraak;;Proc.;Vormgeving;De Key Amsterdam
Wat willen wij bereiken de komende drie jaar?;Class;Uitspraak;Proposed;"Wat willen wij bereiken de komende drie jaar? 
• Een herkenbaar procesmodel voor De Key; 
• Volledigheid van kernprocessen en procedures; 
• Uniformiteit van procesbeschrijvingen; 
• Een toegankelijke en gebruiksvriendelijke publicatie aan de gebruikers via Mavim en wikibiliotheek; 
• Een werkend systeem van beheren, analyseren en continu verbeteren. ";Vormgeving;Doelstelling;;Proc.;Vormgeving;De Key Amsterdam
Dichtbij de klant;Class;Uitspraak;Proposed;Dichtbij de klant;Vormgeving;Principe;;Dienst.;Vormgeving;De Key Amsterdam
Digitaal waar mogelijk, persoonlijk waar nodig;Class;Uitspraak;Proposed;Digitaal waar mogelijk, persoonlijk waar nodig;Vormgeving;Principe;;Dienst.;Vormgeving;De Key Amsterdam
Verhogen effectiviteit van de organisatie;Class;Uitspraak;Proposed;Verhogen effectiviteit van de organisatie;Vormgeving;Principe;;Dienst.;Vormgeving;De Key Amsterdam
Alle kernprocessen worden ieder jaar geëvalueerd en in ieder geval eenmaal per drie jaar opnieuw vastgesteld. ;Class;Uitspraak;Proposed;Alle kernprocessen worden ieder jaar geëvalueerd en in ieder geval eenmaal per drie jaar opnieuw vastgesteld. ;Vormgeving;Doelstelling;;Proc.;Vormgeving;De Key Amsterdam
Bij het opstellen en/ of actualiseren van kernprocessen, maakt de proceseigenaar een inventarisatie van de belangrijkste risico’s (richtlijn is circa vijf stuks) en de daarbij horende beheersmaatregelen. ;Class;Uitspraak;Proposed;Bij het opstellen en/ of actualiseren van kernprocessen, maakt de proceseigenaar een inventarisatie van de belangrijkste risico’s (richtlijn is circa vijf stuks) en de daarbij horende beheersmaatregelen. De Key maakt daarbij onderscheid in operationele, financiële en compliance risico’s.;Vormgeving;Beleidsuitspraak;;Proc.;Vormgeving;De Key Amsterdam
Om de uniformiteit van de procesbeschrijvingen te bewaken is een standaard inleiding vastgesteld. Deze introductie, inclusief de risico en control matrix, is verplicht.;Class;Uitspraak;Proposed;Om de uniformiteit van de procesbeschrijvingen te bewaken is een standaard inleiding vastgesteld. Deze introductie, inclusief de risico en control matrix, is verplicht.;Vormgeving;Beleidsuitspraak;;Proc.;Vormgeving;De Key Amsterdam
Processen kunnen op verschillende niveaus van abstractie worden beschreven. ;Class;Uitspraak;Proposed;"Processen kunnen op verschillende niveaus van abstractie worden beschreven. De Key maakt onderscheid in: 
• Hoofdprocessen; 
• Werkprocessen; 
• Deelprocessen; 
• Werkinstructies (en andere hulpmiddelen zoals checklisten, sjablonen etc.) ";Vormgeving;Beleidsuitspraak;;Proc.;Vormgeving;De Key Amsterdam
De medewerker Audit & Interne Beheersing is ingeschreven bij de SVRO (de stichting van het Instituut Internal Auditors Nederland die het register van operational auditors verzorgt).;Class;Uitspraak;Proposed;De medewerker Audit & Interne Beheersing is ingeschreven bij de SVRO (de stichting van het Instituut Internal Auditors Nederland die het register van operational auditors verzorgt).;Vormgeving;Beleidsuitspraak;;Org.best.;Vormgeving;De Key Amsterdam
De afdelingen Audit & Interne Beheersing en Planning & Control hebben samen een belangrijke (controlerende) rol binnen het IRC-systeem. ;Class;Uitspraak;Proposed;De afdelingen Audit & Interne Beheersing en Planning & Control hebben samen een belangrijke (controlerende) rol binnen het IRC-systeem. De medewerker Audit & Interne Beheersing onderzoekt door middel van (operationele en compliance) audits de effectiviteit van bedrijfsprocessen en/ of de naleving van wet- en regelgeving. De business controllers van de afdeling Planning & Control onderzoek door middel van toetsingen of specifieke (financiële) beheersingsmaatregelen binnen de bedrijfsprocessen werken.;Vormgeving;Beleidsuitspraak;;Org.best.;Vormgeving;De Key Amsterdam
Met het vernieuwde klachtenbeleid beschikken we over;Class;Uitspraak;Proposed;"Met het vernieuwde klachtenbeleid beschikken we over:
• een laagdrempelige klachtenprocedure voor de huurder; 
• een eenduidig klachtenbeleid voor alle huurders  van De Key;
• duidelijke werkafspraken hoe we omgaan met klachten in de organisatie.";Vormgeving;Beleidsuitspraak;;Klant;Vormgeving;De Key Amsterdam
Wederkerigheid: net zoals we verwachten dat huurders zich als goed huurder gedragen, verbinden wij ons aan goed verhuurderschap. Serieus met klachten omgaan hoort daarbij.;Class;Uitspraak;Proposed;Wederkerigheid: net zoals we verwachten dat huurders zich als goed huurder gedragen, verbinden wij ons aan goed verhuurderschap. Serieus met klachten omgaan hoort daarbij.;Vormgeving;Principe;;Dienst.;Vormgeving;De Key Amsterdam
Gelijkheid: Alle huurders van De Key hebben recht op dezelfde kwaliteit van dienstverlening, zeker in het kader van klachten. Klachten worden overal in de organisatie op dezelfde manier behandeld. De Key gaat uit van wederzijds respect tussen huurder en medewerker. ;Class;Uitspraak;Proposed;Gelijkheid: Alle huurders van De Key hebben recht op dezelfde kwaliteit van dienstverlening, zeker in het kader van klachten. Klachten worden overal in de organisatie op dezelfde manier behandeld. De Key gaat uit van wederzijds respect tussen huurder en medewerker. ;Vormgeving;Principe;;Dienst.;Vormgeving;De Key Amsterdam
Responsiviteit: wij zijn oprecht geïnteresseerd in de mening van onze huurder over de kwaliteit en dienstverlening van De Key. ;Class;Uitspraak;Proposed;Responsiviteit: wij zijn oprecht geïnteresseerd in de mening van onze huurder over de kwaliteit en dienstverlening van De Key. De voortgang van de afhandeling van een klacht koppelen wij altijd terug naar de klager. Dit zorgt ervoor dat klagers weten wat er met de klacht gedaan is.;Vormgeving;Principe;;Dienst.;Vormgeving;De Key Amsterdam
Iedereen bij De Key is verantwoordelijk voor het signaleren en afhandelen van klachten. ;Class;Uitspraak;Proposed;Iedereen bij De Key is verantwoordelijk voor het signaleren en afhandelen van klachten. De basishouding is dat iedereen die onvrede bij een huurder signaleert daar adequaat op reageert. ;Vormgeving;Principe;;Medew.;Vormgeving;De Key Amsterdam
Alle klachten worden binnen vijf werkdagen beantwoord.;Class;Uitspraak;Proposed;Alle klachten worden binnen vijf werkdagen beantwoord.;Vormgeving;Doelstelling;;Proc.;Vormgeving;De Key Amsterdam
"We bieden (bij klachten; het beleid/de procedures zijn niet gevolgd.) onze excuses aan en geven toe dat er een fout is gemaakt.";Class;Uitspraak;Proposed;"We bieden (bij klachten; het beleid/de procedures zijn niet gevolgd.) onze excuses aan en geven toe dat er een fout is gemaakt. Als deze fout aantoonbare (financiële) consequenties heeft voor de huurder vergoeden wij de schade.";Vormgeving;Beleidsuitspraak;;Medew.;Vormgeving;De Key Amsterdam
Klachten met een ernstig vermoeden tot strafbaar feit worden direct voorgelegd aan de directeur van het bedrijfsonderdeel.;Class;Uitspraak;Proposed;Klachten met een ernstig vermoeden tot strafbaar feit worden direct voorgelegd aan de directeur van het bedrijfsonderdeel. Deze informeert de bestuurder en overlegt met juridische zaken welke acties nodig zijn. ;Vormgeving;Beleidsuitspraak;;Medew.;Vormgeving;De Key Amsterdam
Integriteit houdt in dat iedereen die voor De Key werkt, zijn taak en functie adequaat, zorgvuldig en betrouwbaar uitvoert. ;Class;Uitspraak;Proposed;Integriteit houdt in dat iedereen die voor De Key werkt, zijn taak en functie adequaat, zorgvuldig en betrouwbaar uitvoert. Maar integriteit betekent ook dat zelfstandigheid en handelingsvrijheid onlosmakelijk verbonden zijn met het afleggen van verantwoording over het uitgevoerde werk.;Vormgeving;Principe;;Medew.;Vormgeving;De Key Amsterdam
We willen echter voorkomen dat er (een schijn van) belangenverstrengeling ontstaat. (Omgaan met externe en interne relaties);Class;Uitspraak;Proposed;We willen echter voorkomen dat er (een schijn van) belangenverstrengeling ontstaat. (Omgaan met externe en interne relaties);Vormgeving;Principe;;Medew.;Vormgeving;De Key Amsterdam
Contacten met de officiële media verlopen via de afdeling Communicatie. ;Class;Uitspraak;Proposed;Contacten met de officiële media verlopen via de afdeling Communicatie. Directieleden en communicatieadviseurs van de afdeling Communicatie staan de pers te woord. De teammanager Communicatie kan in overleg met de directie hiervan afwijken en toestaan dat een andere collega de media te woord staat.;Vormgeving;Beleidsuitspraak;;Medew.;Vormgeving;De Key Amsterdam
Ons uitgangspunt is dat alle medewerkers bij De Key elkaar behandelen zoals ze zelf behandeld wensen te worden;Class;Uitspraak;Proposed;Ons uitgangspunt is dat alle medewerkers bij De Key elkaar behandelen zoals ze zelf behandeld wensen te worden;Vormgeving;Principe;;Medew.;Vormgeving;De Key Amsterdam
De Key denkt goed na over het beeld dat zij als organisatie wil uitdragen. Huisvesting, visitekaartjes, huisstijl, maar zeker ook kleding horen daar bij.;Class;Uitspraak;Proposed;De Key denkt goed na over het beeld dat zij als organisatie wil uitdragen. Huisvesting, visitekaartjes, huisstijl, maar zeker ook kleding horen daar bij.;Vormgeving;Beleidsuitspraak;;Medew.;Vormgeving;De Key Amsterdam
Wil je naast je baan bij De Key ander werk doen? Dan heb je daarvoor eerst schriftelijke toestemming nodig van je leidinggevende.;Class;Uitspraak;Proposed;Wil je naast je baan bij De Key ander werk doen? Dan heb je daarvoor eerst schriftelijke toestemming nodig van je leidinggevende.;Vormgeving;Principe;;Medew.;Vormgeving;De Key Amsterdam
Bedrijfsinformatie, inclusief alle gegevens rondom huurders, is eigendom van De Key.;Class;Uitspraak;Proposed;Bedrijfsinformatie, inclusief alle gegevens rondom huurders, is eigendom van De Key. Dat betekent dat we er vertrouwelijk mee omgaan. Iedereen bij De Key heeft een geheimhoudingsplicht.;Vormgeving;Principe;;Medew.;Vormgeving;De Key Amsterdam
De regels in dit Gedragsprotocol zijn niet vrijblijvend. Het niet naleven van de gedragsregels kan gevolgen hebben.;Class;Uitspraak;Proposed;De regels in dit Gedragsprotocol zijn niet vrijblijvend. Het niet naleven van de gedragsregels kan gevolgen hebben.;Vormgeving;Principe;;Medew.;Vormgeving;De Key Amsterdam
(doel integriteitsbeleid) het behouden van een integere organisatie waarbij belang wordt gehecht aan het melden van misstanden zowel intern als extern en waarbij iedereen zijn professionele verantwoording neemt.;Class;Uitspraak;Proposed;(doel integriteitsbeleid) het behouden van een integere organisatie waarbij belang wordt gehecht aan het melden van misstanden zowel intern als extern en waarbij iedereen zijn professionele verantwoording neemt.;Vormgeving;Beleidsuitspraak;;Medew.;Vormgeving;De Key Amsterdam
De Key staat voor een proactief integriteitsbeleid: zaken blijvend bespreekbaar maken zowel top-down als bottom-up;Class;Uitspraak;Proposed;De Key staat voor een proactief integriteitsbeleid: zaken blijvend bespreekbaar maken zowel top-down als bottom-up;Vormgeving;Beleidsuitspraak;;Medew.;Vormgeving;De Key Amsterdam
De bestuurder moet integriteit voortdurend onder de aandacht houden en anderen aanspreken op het naleven van de integriteitsregels.;Class;Uitspraak;Proposed;De bestuurder moet integriteit voortdurend onder de aandacht houden en anderen aanspreken op het naleven van de integriteitsregels.;Vormgeving;Beleidsuitspraak;;Org.best.;Vormgeving;De Key Amsterdam
Collega’s, huurders, familie, vrienden of wie dan ook mogen dus niet worden bevoordeeld door de kennis die jij hebt via het bedrijf.;Class;Uitspraak;Proposed;Collega’s, huurders, familie, vrienden of wie dan ook mogen dus niet worden bevoordeeld door de kennis die jij hebt via het bedrijf.;Vormgeving;Principe;;Medew.;Vormgeving;De Key Amsterdam
Nieuwe medewerkers worden vooraf gescreend op onderwerpen binnen het integriteitsbeleid.;Class;Uitspraak;Proposed;Nieuwe medewerkers worden vooraf gescreend op onderwerpen binnen het integriteitsbeleid.;Vormgeving;Beleidsuitspraak;;Medew.;Vormgeving;De Key Amsterdam
Het ondertekenen van een geheimhoudingsverklaring en de gedragscode door externen is verplicht.;Class;Uitspraak;Proposed;Het ondertekenen van een geheimhoudingsverklaring en de gedragscode door externen is verplicht.;Vormgeving;Beleidsuitspraak;;Lev.;Vormgeving;De Key Amsterdam
Ook wordt er actief beleid gevoerd op integriteit door het vastleggen van bevoegdheden (en hiermee het wegnemen van verleidingen) en functiescheiding.;Class;Uitspraak;Proposed;Ook wordt er actief beleid gevoerd op integriteit door het vastleggen van bevoegdheden (en hiermee het wegnemen van verleidingen) en functiescheiding.;Vormgeving;Beleidsuitspraak;;Org.best.;Vormgeving;De Key Amsterdam
De proceseigenaar inventariseert in continuïteit de actualiteit van de van toepassing zijnde wet- en regelgeving en de ontwikkeling van (compliance)risico’s en koppelt deze terug met de beheerder van het (compliance) framework.;Class;Uitspraak;Proposed;De proceseigenaar inventariseert in continuïteit de actualiteit van de van toepassing zijnde wet- en regelgeving en de ontwikkeling van (compliance)risico’s en koppelt deze terug met de beheerder van het (compliance) framework.;Vormgeving;Beleidsuitspraak;;Proc.;Vormgeving;De Key Amsterdam
(Proceseigenaar) Is verantwoordelijk voor het totale procesverloop (ook als dit over afdelingen heen gaat) en de procesresultaten;Class;Uitspraak;Proposed;(Proceseigenaar) Is verantwoordelijk voor het totale procesverloop (ook als dit over afdelingen heen gaat) en de procesresultaten;Vormgeving;Beleidsuitspraak;;Proc.;Vormgeving;De Key Amsterdam
1.1.4. Het risicomanagementstatuut is van toepassing op alle medewerkers, leidinggevenden, de Directie, de Bestuurder en de Raad van Commissarissen van De Key;Class;Uitspraak;Proposed;1.1.4. Het risicomanagementstatuut is van toepassing op alle medewerkers, leidinggevenden, de Directie, de Bestuurder en de Raad van Commissarissen van De Key;Vormgeving;Beleidsuitspraak;;Medew.;Vormgeving;De Key Amsterdam
1.4.1. Het risicomanagementstatuut heeft tot doel:;Class;Uitspraak;Proposed;"1.4.1. Het risicomanagementstatuut heeft tot doel:
• Het scheppen van kaders voor de identificatie, beoordeling, beheersing en rapportage van risico’s binnen De Key;
• Het verschaffen van transparantie over de sturing op, beheersing van en verantwoording over de activiteiten die De Key op het gebied van risicomanagement ontplooit;
• Het vormen van de basis voor de gewenste risicobeheersingsomgeving (risicocultuur) bij De Key. 
";Vormgeving;Beleidsuitspraak;;Org.best.;Vormgeving;De Key Amsterdam
De Key belegt risicomanagement ‘laag' in de organisatie;Class;Uitspraak;Proposed;De Key belegt risicomanagement ‘laag' in de organisatie;Vormgeving;Beleidsuitspraak;;Medew.;Vormgeving;De Key Amsterdam
De Key streeft een open en transparante cultuur na, waarbinnen medewerkers zich vrij voelen, om soms lastige zaken bespreekbaar te maken, feedback te geven, twijfels te uiten, meningen te ventileren;Class;Uitspraak;Proposed;De Key streeft een open en transparante cultuur na, waarbinnen medewerkers zich vrij voelen, om soms lastige zaken bespreekbaar te maken, feedback te geven, twijfels te uiten, meningen te ventileren;Vormgeving;Beleidsuitspraak;;Medew.;Vormgeving;De Key Amsterdam
Minimaal één keer per jaar brengt De Key de risico’s in kaart die het behalen van de strategische ondernemingsdoelstellingen in de weg kunnen staan: de strategische risico’s. ;Class;Uitspraak;Proposed;Minimaal één keer per jaar brengt De Key de risico’s in kaart die het behalen van de strategische ondernemingsdoelstellingen in de weg kunnen staan: de strategische risico’s. ;Vormgeving;Doelstelling;;Org.best.;Vormgeving;De Key Amsterdam
Ons doel is om op het gebied van informatiebeveiliging en privacy compliant te zijn aan de Wet Bescherming Persoonsgegevens (WBP) te zijn en volledig in control te zijn op beide onderwerpen;Class;Uitspraak;Proposed;Ons doel is om op het gebied van informatiebeveiliging en privacy compliant te zijn aan de Wet Bescherming Persoonsgegevens (WBP) te zijn en volledig in control te zijn op beide onderwerpen;Vormgeving;Beleidsuitspraak;;Infovz.;Vormgeving;De Key Amsterdam
Alle informatie en informatiesystemen zijn van kritiek en vitaal belang voor De Key.;Class;Uitspraak;Proposed;Alle informatie en informatiesystemen zijn van kritiek en vitaal belang voor De Key. De verantwoordelijkheid voor informatiebeveiliging ligt bij het (lijn)management, met de directie als eindverantwoordelijke. De verantwoordelijkheden voor de bescherming van gegevens en voor het uitvoeren van beveiligingsprocedures zijn expliciet gedefinieerd (zie nota informatiebeveiligingsbeleid);Vormgeving;Beleidsuitspraak;;Infovz.;Vormgeving;De Key Amsterdam
(de reikwijdte van het informatiebeveiligingsbeleid) Dit beleid heeft niet alleen betrekking op de interne organisatie en technische infrastructuur van De Key, maar ook op de relatie met derden, zoals leveranciers, instanties waarmee gegevens worden uitgewisseld;Class;Uitspraak;Proposed;(de reikwijdte van het informatiebeveiligingsbeleid) Dit beleid heeft niet alleen betrekking op de interne organisatie en technische infrastructuur van De Key, maar ook op de relatie met derden, zoals leveranciers, instanties waarmee gegevens worden uitgewisseld;Vormgeving;Beleidsuitspraak;;Infovz.;Vormgeving;De Key Amsterdam
Het inkoopbeleid is integraal en centraal met decentrale uitvoering.;Class;Uitspraak;Proposed;Het inkoopbeleid is integraal en centraal met decentrale uitvoering.;Vormgeving;Beleidsuitspraak;;Org.best.;Vormgeving;De Key Amsterdam
De Key koopt in tegen de juiste prijs/kwaliteit verhouding, met gevoel voor risico beheersing en op een wijze waarbij het gehele inkoopproces  aantoonbaar transparant wordt uitgevoerd;Class;Uitspraak;Proposed;De Key koopt in tegen de juiste prijs/kwaliteit verhouding, met gevoel voor risico beheersing en op een wijze waarbij het gehele inkoopproces  aantoonbaar transparant wordt uitgevoerd;Vormgeving;Beleidsuitspraak;;Lev.;Vormgeving;De Key Amsterdam
Tegenover haar (potentiële) leveranciers wil De Key een betrouwbare en zorgvuldige opdrachtgever zijn, die hen eerlijke en gelijke kansen biedt.;Class;Uitspraak;Proposed;Tegenover haar (potentiële) leveranciers wil De Key een betrouwbare en zorgvuldige opdrachtgever zijn, die hen eerlijke en gelijke kansen biedt.;Vormgeving;Beleidsuitspraak;;Lev.;Vormgeving;De Key Amsterdam
De Key koopt in vanuit professioneel opdrachtgeverschap en op een duurzame en efficiënte wijze, zodat de kwaliteit wordt gewaarborgd en de financiële resultaten ten goede komt aan onze kerndoelstellingen.;Class;Uitspraak;Proposed;De Key koopt in vanuit professioneel opdrachtgeverschap en op een duurzame en efficiënte wijze, zodat de kwaliteit wordt gewaarborgd en de financiële resultaten ten goede komt aan onze kerndoelstellingen.;Vormgeving;Beleidsuitspraak;;Lev.;Vormgeving;De Key Amsterdam
Jaarlijks evalueren we het Inkoopbeleid vanwege ontwikkelingen zoals de te herijken visie, bezetting, bestedingsplan en dienstverlening aan onze huurders.;Class;Uitspraak;Proposed;Jaarlijks evalueren we het Inkoopbeleid vanwege ontwikkelingen zoals de te herijken visie, bezetting, bestedingsplan en dienstverlening aan onze huurders.;Vormgeving;Doelstelling;;Proc.;Vormgeving;De Key Amsterdam
Voor elke aanbestedingsprocedure wordt een aanbestedingsdossier opgebouwd.;Class;Uitspraak;Proposed;Voor elke aanbestedingsprocedure wordt een aanbestedingsdossier opgebouwd.;Vormgeving;Beleidsuitspraak;;Proc.;Vormgeving;De Key Amsterdam
Leveranciers van De Key worden bij eerste eventuele samenwerking boven € 15.000,- gecontroleerd via een krediet-controle en een RFI (Request for Information). ;Class;Uitspraak;Proposed;Leveranciers van De Key worden bij eerste eventuele samenwerking boven € 15.000,- gecontroleerd via een krediet-controle en een RFI (Request for Information). Dit gebeurt om (afbreuk-)risico’s te vermijden en ook vast te stellen dat leveranciers niet meer dan 20% van hun bedrijfsvoering afhankelijk zijn van De Key.;Vormgeving;Beleidsuitspraak;;Lev.;Vormgeving;De Key Amsterdam
Gunnen op basis van EMVI (Economisch Meest Voordelige Inschrijving, ook wel genoemd Gunnen op Waarde) geniet de voorkeur boven (alleen) gunnen op prijs.;Class;Uitspraak;Proposed;Gunnen op basis van EMVI (Economisch Meest Voordelige Inschrijving, ook wel genoemd Gunnen op Waarde) geniet de voorkeur boven (alleen) gunnen op prijs.;Vormgeving;Principe;;Lev.;Vormgeving;De Key Amsterdam
Leveranciersmanagement voert De Key vooralsnog uit op alle leveranciers van De Key en minimaal op alle leveranciers van de leverancierslijst voor bouwgerelateerde en onderhoudstechnische activiteiten.;Class;Uitspraak;Proposed;Leveranciersmanagement voert De Key vooralsnog uit op alle leveranciers van De Key en minimaal op alle leveranciers van de leverancierslijst voor bouwgerelateerde en onderhoudstechnische activiteiten.;Vormgeving;Principe;;Lev.;Vormgeving;De Key Amsterdam
